Sentence,Label
The baby was sleeping with a soft toy clutched in her hand.,2
"He lunged to reach a shot at the net, but it was just out of reach. 🎾🏃‍♂️❌",2
The judiciary faces scrutiny for delays in corruption trials. ⚖️👁️,1
"By next summer, they'll be growing a bumper crop of heirloom tomatoes.",3
She had been adjusting her AirPods' settings before they reverted.,2
Quantum-safe encryption will ensure data security in visualizations. 📈🔒🔍,3
Hieroglyphs inside the pyramid depicted scenes from ancient Egyptian history and mythology. ✒️📜🏛️,2
"By 2100, centralized ICT innovations will have been transforming education delivery methods.",3
Blockchain-based supply chains will ensure product authenticity. 🛍️🔒📦,3
"They had enjoyed a seafood platter with crab legs, shrimp, and oysters.",2
Nanoparticles exhibit unique optical properties for various applications. 🔬👁️,1
Up-and-coming fighters are embracing a holistic approach to training.,1
They had navigated by the light of the moon.,2
Investors have diversified their portfolios by acquiring properties in emerging markets.,1
The organization had provided free meals to families affected by natural disasters.,2
Sentient AI will have been developing a deeper understanding of human emotions.,3
Telecommunications satellites will provide internet access to developing nations. 🛰️📶🌍,3
Ethical hackers are participating in ongoing training programs to stay ahead of cyber threats.,1
The astronauts had explored the moon's surface extensively.,2
The teacher had organized a school-wide campaign to promote kindness and empathy.,2
We were exploring the themes of friendship and adventure in a children's book.,2
She was sleeping with her hair spread out around her.,2
Architects have designed buildings with enhanced thermal comfort through natural ventilation.,1
Surgeons are using advanced imaging techniques for more precise surgical planning.,1
"By 2045, text mining tools will have become indispensable for analyzing complex biomedical datasets.",3
Birds were flying swiftly across the sky.,2
The ducks had migrated away from the pond before the hunters arrived.,2
The students presented their findings at a research symposium.,2
Designers have embraced the use of hemp fibers for eco-friendly clothing production.,1
"By the time they reached the summit, the sun had been shining brightly in the clear blue sky.",2
Sustainable agriculture initiatives focus on minimizing environmental impact and resource depletion. 🌱🌍,1
"In the future, surgeons will have been relying on robots to navigate complex anatomies with precision.",3
Autonomous mobility hubs will facilitate seamless transfers between different modes of transportation. 🚗🚆🚕,3
Inorganic chemists are studying the properties of metal-organic frameworks.,1
Fighters are exploring opportunities in the metaverse for fan interactions.,1
Evolutionary robotics will have produced robots capable of self-repair and adaptation.,3
"Researchers have been studying DNA methylation changes in response to environmental exposures, linking to disease susceptibility.",1
The baby was sleeping with a mobile spinning above her crib.,2
He analyzed the teachings of Islamic philosophers.,2
Governments will be investing in green infrastructure to combat pollution in urban areas.,3
"By next month, the website will have undergone a complete rebranding.",3
People have used VR to explore career paths through virtual job shadowing experiences.,1
Surgeons are using advanced robotics for precision surgeries.,1
Homebuyers have taken advantage of historically low-interest rates to secure mortgages.,1
"Tomorrow, I will be supervising a group project in my class.",3
"VR has been employed in architectural walkthroughs, offering clients a realistic preview of designs.",1
"They were spending quality time together as a family, creating lasting memories.",2
